date,return
8/1/2016,0.003
9/1/2016,0.0029
10/1/2016,0.0033
11/1/2016,0.0045000000000000005
12/1/2016,0.0051
1/1/2017,0.0051
2/1/2017,0.0052
3/1/2017,0.0074
4/1/2017,0.008
5/1/2017,0.0089
6/1/2017,0.0098
7/1/2017,0.010700000000000001
8/1/2017,0.0101
9/1/2017,0.0103
10/1/2017,0.010700000000000001
11/1/2017,0.0123
12/1/2017,0.0132
1/1/2018,0.0141
2/1/2018,0.015700000000000002
3/1/2018,0.017
4/1/2018,0.0176
5/1/2018,0.018600000000000002
6/1/2018,0.019
7/1/2018,0.0196
8/1/2018,0.0203
9/1/2018,0.0213
10/1/2018,0.0225
11/1/2018,0.0233
12/1/2018,0.023700000000000002
1/1/2019,0.023700000000000002
2/1/2019,0.0239
3/1/2019,0.024
4/1/2019,0.023799999999999998
5/1/2019,0.0235
6/1/2019,0.0217
7/1/2019,0.021
8/1/2019,0.0195
9/1/2019,0.0189
10/1/2019,0.0165
11/1/2019,0.0154
12/1/2019,0.0154
1/1/2020,0.0152
2/1/2020,0.0152
3/1/2020,0.0029
4/1/2020,0.0014000000000000002
5/1/2020,0.0013
6/1/2020,0.0016
7/1/2020,0.0013
8/1/2020,0.001
9/1/2020,0.0011
10/1/2020,0.001
11/1/2020,9e-4
12/1/2020,9e-4
1/1/2021,8e-4
2/1/2021,4e-4
3/1/2021,3e-4
4/1/2021,2e-4
5/1/2021,2e-4
6/1/2021,4e-4
7/1/2021,5e-4
8/1/2021,5e-4
9/1/2021,4e-4
10/1/2021,5e-4
11/1/2021,5e-4
12/1/2021,6e-4
